baapiiw'aan	brush dust or
Wjibwesin	be written in
wjiik	fisher animal
wmba'aan	elevate sth with
wmba'go	get a swelling
wmbaabiigbidoon	pull sth up
wmbaabiigbinaa	pull sth an
wmbaabiignaa	raise sth an
wmbaabiignaan	raise sth on
wmbaabiignigaade	be hoisted be
wmbaabiignigaaza	be hoisted be
wmbaabte	have dust fly
wmbaashi	blow upwards be
wmbaasin	blow upwards be
wmbabgwaashkni	jump up and
wmbagnaanjge	be pregnant of
wmbawaa	elevate sth an
wmbibde	fly up take
wmbibza	fly up
wmbigwaashkni	jump up
wmbiigwewe	be noisy make
wmbiigwewe	be noisy make
wmbiigwewebde	be noisy make
wmbiigwewebzo	be noisy make
wmbiigwewejaanengwaamo	snore
wmbiigweweshmaa	flap sth an
wmbiigzi	be noisy call
wmbimaa	incite smb stir
wmbinaa	elevate sth an
wmbinaan	elevate sth lift
wmbinmoo'aa	get smb to
wmbishkaa	ascend go up
wmbishkaa	ascend go up
wmbisjige	let dough rise
wmboomaa	lift sth an
wmboondaan	lift sth heavy
wnaadngoshi	have a nightmare
wndaabkaadaan	tie sth from
wndaabso	have smoke coming
wndaabte	be smoke coming
wndaadzi	be born
wndaadziike	give birth
wndaanmat	blow from a
wndademo	cry for a
wndagnaadaan	hit sth for
wndagnaamaa	hit smb for
wndagoode	fall from a
wndagoojdoon	let sth drop
wndagoojmaa	let sth an
wndane'aan	look for sth
wndanewaa	look for smb
wndawewdam	shout for a
wnde	be absent temporarily
wndendi	be absent temporarily
wndin'ge	buy things from
wndinaa	get sth an
wndinaan	buy sth from
wndinmawaa	get something for
wndotaan	listen for sth
wndotwaa	listen for sth
wnendaan	forget sth forget
wnenmaa	forget about smb
wnibde	get lost while
wnibza	get lost while
wnichge	lose things
wniike	forget sth somewhere
wnise	be mistaken in
wnishi	be effective be
wnishin	get lost lose
wnishin	be effective be
wnishkaa	get up from
wnitoon	lose sth
wnji-	because of on
wnjibaa	be from a
wnjibde	drive from a
wnjibdoon	pull sth from
wnjibnaa	pull sth an
wnjibzo	come in the
wnjida	deliberately on purpose
wnjigaa	leak well up
wnjigaa	leak well up
wnjigaabwi	stand in a
wnjijwan	flow from a
wnjikaamgat	come from a
wnjiknaa	leave smb behind
wnzaan	boil sth
wnzamwaa	boil something for
wnzo	see nzo
wnzwaa	boil sth an
woosi	have a father
wshkibdoon	pull sth in
wshkibnaa	pull sth an
wwaabmaa	see sth an
wwaabndaan	see sth over
wwenbi	seat oneself sit
wyeshmo	rest
wyezhnge	cheat at a
wzaabi	look from a
wzaabwin	lookout tower observation
wzhashk	muskrat
wzhashk-weyaan	muskrat pelt
wzhashk-wiizh	muskrat lodge
wzhi'aa	arrange sth an
wzhibii'aan	draw sth write
wzhibii'gaade	be written say
wzhibii'gaaza	be written about
wzhibii'getmawaa	write a letter
wzhibii'mawaa	write something for
wzhibiiwaa	draw smb write
wzhibiiyge	writing
wzhichgaade	be arranged be
wzhichgaaza	be arranged be
wzhigaadaan	build a shelter
wzhigaanaa	build a shelter
wzhigwaa	build a shelter
wzhiitaa	get ready
wzhiitaa'aa	prepare sth an
wzhiitaatoon	prepare sth get
wzhiitaawshimaa	make sth an
wzhiitaawshin	be prepared be
wzhiitaawsidoon	make sth ready
wzhiitaawsin	be prepared lie
wzhitmawaa	make something for
wzhitoon	arrange sth arrange
wzhitwaa	make something for
ya'aa	the person that
ya'aanh	the person that
ya'ii	the thing that
yaa	be in a
yaa	be in a
yaa 	Oh my
yaabesim	male dog
yaabesmosh	male dog
yaabshkiiwet	white person
yaakgaade	have legs of
yaakwaakgaade	have legs of
yaakwaan'kwe	have hair of
yaamwaa	buy something for
yaan	have sth buy
yaawaa	have st an
yaawnaadkamik	extremely
yabi	be at home
yawenh	ouch
yekdiiyebi	have a tired
yekgaabwi	be tired from
yekgaade	have ones legs
yekgwaasa	be tired from
yekw'aa	make smb tired
yekwaa	at the end
yekwaa-	at the end
yekwaamat	end of roads
yekwaawaabiisin	end of fences
yekwaay'iing	at the end
yekzi	be tired
yekzi'aa	make smb tired
yekziiwnaagzi	look tired
yekziwin	fatigue tiredness
yeshkat	at first initially
yeyiidooy'ii	at both ends
yeyiidwagaat	on both legs
yeyiidwikna	on both sides
yeyiidwinik	on both arms
yeyiidwiy'iing	at both ends
yinaabi	look around
yoon	use sth LH
yoonh	Oh
zaabendaan	care for sth
zaabenmaa	care for sth
zaabi	look from a
zaabmaa	look at smb
zaabndaan	look at sth
zaabnjige	look at things
zaabwin	lookout tower observation
zaaday	poplar
zaag'aa	love smb treasure
zaag'am	go out exit
zaag'amoogmik	bathroom outhouse washroom
zaag'idwak	love one another
zaag'igan	lake
zaagaabde	get teeth have
zaagaabgonii	come out come
zaagaabgonii	come out come
zaagaabiigkone	come out of
zaagaabiishin	stick out in
zaagaabiisin	stick out in
zaagaabsa	give off smoke
zaagaabsaawe	produce smoke from
zaagaabte	emit smoke have
zaagaagneshin	stick out of
zaagaakgaadeshin	lie with ones
zaagaakshimaa	leave sth an
zaagaakshin	protrude stick out
zaagaaksidoon	leave sth protruding
zaagaaksin	protrude stick out
zaagaagnesin	stick out of
zaagaanwii	sprout
zaagaaso	have the sun
zaagaate	become bright out
zaagaateshkaan	sun shine on
zaagaateshkwaa	sun shine on
zaagbagii	come out have
zaagbagii	come out have
zaagbakwesin	be visible by
zaagbiichgan	sense missing
zaagda	out past the
zaagdaabiise	come out 
zaagdaabiishin	come out of
zaagdaabiisin	come out of
zaagdaabte	go out exit
zaagdaakjii	stick out
zaagdaashkaa	go out of
zaagdaashmaa	strike smb out
zaagdaawnidwak	march out parade
zaagdagnaamaa	hit sth an
zaagdagnaandaan	hit sth out
zaagdagoojin	fall out from
zaagdakshin	go outside step
zaagdakweni	stick ones head
zaagdanemaa	get sth an
zaagdanendaan	get sth out
zaagdennewetaa	stick ones tongue
zaagdennewetwaa	stick ones tongue
zaagdenniwegoojin	have ones tongue
zaagdenniwetwaa	stick ones tongue
zaagdinaa	evict smb
zaagdinwaa	eliminate smb in
zaagdoode	crawl out
zaagdoodebtoo	scoot out on
zaagdoodegzi	move out to
zaagdowse	spill out to
zaagewaajma	divulge information
zaagewaak'om	come out of
zaagewe	come into view
zaagewebde	come driving into
zaagewebooza	ice skate into
zaagewebtoo	run out into
zaagewebza	come driving into
zaagewegoode	come into view
zaagewegoojin	come into view
zaagewegwaashkni	jump into view
zaagewekzhiwe	paddle into view
zaageweshmaa	see a sign
zaagewewoode	crawl out into
zaageyaaboode	float out into
zaageyaabooza	float out into
zaageyaan'kweshin	have ones hair
zaageyaatese	appear momentarily on
zaageyaatese	appear momentarily on
zaaggaadeshin	lie with ones
zaaggamo	be half out
zaaggoodaawe	have ones slip
zaaggwiinde	stick out of
zaaggwiinjin	stick out of
zaagiigshimaa	leave sth an
zaagiigsidoon	leave sth sticking
Zaagiinaang	Saginaw Mich
zaagiingweni	show ones face
zaagiingwese	pop ones face
zaagiingweshin	lie with ones
zaagji'aa	bring sth an
zaagji-	out of a
zaagjib'iwe	run out to
zaagjibde	fly out go
zaagjibtoo	run out of
zaagjibza	drive out fly
zaagjigaabwi	go and stand
zaagjiishin	be sticking out
zaagjiishkwesin	stick out of
zaagjiisin	be sticking out
zaagjiitam	go outside
zaagjinaashkawaa	chase smb out
zaagjise	go out come
zaagjiskwaadaan	spit sth out
zaagjiskwaanaa	spit sth an
zaagjitaasa	carry things out
zaagjitoon	bring sth out
zaagjitwaa	bring something out
zaagjiwdamwaa	carry something out
zaagjiwdawaa	carry something out
zaagjiwdoon	carry sth out
zaagjiwebnaa	throw smb or
zaagjiwebnaan	throw sth out
zaagjiwebnige	throw things out
zaagjiwnaa	carry sth an
zaagjiy'iing	outside on the
zaagkamgishin	stick out of
zaagkamgisin	stick out of
zaagkii	plant
zaagkii	sprout from the
zaagkii	sprout from the
zaagkiichgan	plant seedling houseplant
zaagnemaa	have sth an
zaagnendaan	have sth sticking
zaagnikeshin	lie with ones
zaagninjiini	stick ones hand
zaagninjiishin	have ones hand
zaagoonh	monkey
zaagshimaa	leave sth an
zaagsidoon	leave sth sticking
zaagtoon	love sth treasure
zaagwewe	call out from
zaagzi	be stingy
zaagzideshin	lie with ones
zaakam	go to the
zaakmoogamik	bathroom outhouse washroom
zaam	excessively overly too
zaam'o	have too much
zaamaabde	be overripe
zaamaabewzi	be excessively obese
zaamaabkide	be overheated of
zaamaabkiza	be overheated of
zaamaabza	be overripe
zaamaagmandaan	drink too much
zaamaagmide	be too hot
zaamaajma	exaggerate
zaamaakzaan	overcook something in
zaamaakzwaa	overcook sth an
zaamaasa	be out in
zaamaate	be too hot
zaambatoo	overshoot something in
zaambii	be overintoxicated have
zaambiza	overshoot something in
zaamdaabaan'go	overshoot something in
zaamdoon	be indiscreet be
zaamdooni	talk too loud
zaamgaama	be excessively obese
zaamgwaam	oversleep sleep in
zaamgwaamo	oversleep sleep in
zaami-	excessively overly too
zaamiikaan	overindulge in sth
zaamiikwaa	overindulge in sth
zaamkamgizi	overdo something be
zaamkodaan	cut too deeply
zaamkonaa	cut too deeply
zaamna'aan	oversalt sth
zaamna'ge	oversalt things
zaamnaandam	fast too long
zaamnawaa	oversalt sth an
zaamngwaam	sleep in oversleep
zaamngwaamo	sleep in oversleep
zaampidaan	overeat sth and
zaampwaa	overeat sth an
zaamshkine	be too full
zaamshkine	be too full
zaamwebnaa	deal too many
zaamwebnige	deal too many
zaamzekwaadaan	overcook sth
zaamzekwaanaa	overcook sth an
zaamzekwe	overcook things warm
zaasaagdennewese	stick ones tongue
zaasaagkweyaapi	whoop with laughter
zaasaakwe	shout with joy
zaasgan	bacon rind
zaasgan	grease
zaasgokwe	fry food cook
zaat	poplar
zaateshin	go rancid spoil
zaatesin	go rancid spoil
Zaatewang	Saturday
zaaw-	brown orange yellow
zaaw-bmide	butter
zaaw-jiis	carrot
zaaw-zhoon'yaa	gold
zaawaa	be brown be
zaawaabaan	bile
zaawaabgonii	grow orange buds
zaawaabik	brass
zaawaadnimnese	Baltimore oriole
zaawaande	be coloured brown
zaawaanzhe	be yellow of
zaawaanzo	be coloured brown
zaawaaso	be tanned by
zaawaate	be brown from
zaawi-san'goo	fox squirrel
zaawjiizaan	brown sth
zaawjiizwaa	brown sthan
zaawzi	be brown be
zaawzide	have ones feet
zaazaagnagaakzideshin	sit with the
zaazaawenji	have the chills
zaazgokwaadaan	fry sth
zaazgokwaan	frying pan
zaazgokwaanaa	fry sth an
zaaziibweweshkaa	be squeaky squeak
zaaziimskaajgane	
zagdebwe	burdock or thistle
zak'on	cane assistive device
zambidoon	pull sth into
zamwaakbijgan	tripod for a
zasaan	nest
zasaanh	nest
zasaanyke	make a nest
zasgobmish	willow Wk 
zaskwaajmenh	leech blood sucker
zaswemin	chokecherry the berry
zaswemnaatik	chokecherry tree
zaswin	nest
zaswin'ke	make a nest
zebwe	leak air
zebwe	leak air
zebwejiishin	lose air 
zebwejiisin	lose air
zebwen'ge	let out a
zeg'aa	frighten smb scare
zegaabi	see a frightful
zegaabkaadenh	basket with a
zegaabkaadens	penny basket
zegaaddaan	relate a frightening
zegaadeshin	lie with ones
zegaajma	relate a frightening
zegaajmaa	relate a frightening
zegaamdakwe	foresee something frightful
zegaamdam	have a frightening
zegaashi	be scared from
zegaatese	be frightening be
zegaatese	be frightening be
zegaatesjige	show a scary
zegaatkamik	How frightful
zegbidenh	tagalong
zegchige	do something scary
zegdaabaan'go	be frightened by
zegdaabaanaa	give smb a
zegdebwe	burdock or thistle
zeggaadeshin	sprain ones ankle
zegi-zhiyaa	act scared have
zegkamgizi	cause a scare
zegko'am	be afraid of
zegko'go	be afraid of
zegmaa	frighten smb by
zegmand'o	be fearful
zegmin'gizi	be scared silly
zegnaagot	look frightening look
zegnaagzi	look frightening look
zegtaa	cause a fright
zegtaagot	sound scary sound
zegtaagzi	sound scary sound
zegwewe	sound frightful of
zegwewechge	play frightful music
zegwii	sprain ones back
zegshkiinzhgwe	look wildeyed
zegzi	be afraid be
zenbaa	ribbon silk
zenbaanh	ribbon
zenbaawegin	silk cloth
zesaan'gidoon	be driven to
zesesaapi	laugh so hard
zesesmaa	make smb cry
zesgidaaza	be so angry
zewaabiishin	dangle out
zewaabiisin	dangle out
zga'gan	nail
zgaabii	be connected by
zgaabiignaa	hold sth an
zgaabiignaan	hold sth by
zgaabkaan	handle for a
zgaakgan	safety pin
zgaakmii	hang on by
zgaakogan	nail
zgaakw'aan	fasten sth with
zgaakw'igan	nail screw
zgaakwaa	fasten sth an
zgaakwin	pin fastener
zgaan'kwebnaa	pull smbs hair
zgaan'kwes'aa	jerk smb by
zgaan'kweshkwaa	pull smbs hair
zgaandbenaa	hold smb by
zgaanweshkwaa	step on smbs
zgaat	cigar
zgaawganenaa	grab smb by
zgaknaa	put sth an
zgaknaan	put sth away
zgaknige	put things away
zgakshimaa	put sth an
zgaksidoon	put sth away
zgaskwaajmenh	leech bloodsucker
zgaswaa	smoke tobacco smoke
zgaswaadaan	smoke sth eg
zgaswaanaa	smoke sth an
zgataagan	tinder
zgibdoon	connect sth to
zgibjigan	buckle
zgibnaa	connect sth an
zgidebwe	burr
zgidyenaa	grab smb by
zgidyepwaa	bite smb on
zgigaadenaa	grab smb by
zgigaadepnaa	tie smb by
zgigwenaa	grab smb by
zgigwewes'aa	grab smb jerking
zgiigmaa	grab sth an
zgiignaa	grab smb by
zgiigndaan	grab sth by
zgime	mosquito
zgimenh	mosquito
zgin'gan	door knob handle
zgin'kenaa	hold hands with
zginaawish	earthworm
zginnjiinaa	shake hands with
zginnjiipnaa	tie smb by
zginnjiipwaa	bite smb on
zginnjiishkwaa	lean on smbs
zgipdoon	tie sth to
zgipnaa	tie sth an
zgise	brush against in
zgise	brush against in
zgishin	lie with end
zgisin	lie with end
zgizdeshkwaa	sit on smbs
zhaa	go somewhere
zhaabbatoo	run through something
zhaabbide	drive through obstacles
zhaabbii	let water through
zhaabbii'gese	write through of
zhaabbiignaan	strain sth put
zhaabbiignigan	strainer
zhaabbiignige	strain things
zhaabbiza	drive through obstacles
zhaabdaakiiyebza	get through driving
zhaabganaamaa	punch through sth
zhaabganaandaan	punch through sth
zhaabgwaam	sleep through the
zhaabkaagon	be given diarrhea
zhaabkaawzi	get diarrhea have
zhaabkozhwe	paddle through obstacles
zhaabnigaans	sewing needle
zhaabnigan	sewing needle
zhaaboodwewemaa	defeat smb in
zhaaboojbidmawaa	grab something before
zhaaboojnege	beat others out
zhaaboojnemawaa	beat smb out
zhaaboomin	gooseberry
zhaaboomnagaawansh	gooseberry bush
zhaabooskinwaa	beat smb to
zhaabooz	goat
zhaabse	penetrate go through
zhaabshkaan	come through sth
zhaabwaabaawe	have water go
zhaabwaabaawe	have water go
zhaabwaabmaa	see through sth
zhaabwaabndaan	see through sth
zhaabwaakde	burn through be
zhaabwaakza	burn through be
zhaabwaasge	filter through of
zhaabwaate	filter through shine
zhaabwaazhgaa	run through of
zhaabwegaasin	let the wind
zhaabwendaan	know sth through
zhaabwidoon	carry sth through
zhaabwii	pull through an
zhaabwii'aa	rescue smb save
zhaabwiichge	make savings save
zhaabwiig'aan	penetrate sth put
zhaabwiigwaa	penetrate sth an
zhaabwiitoon	save sth from
zhaabwinaa	carry smb through
zhaabza	clean out ones
zhaabzigan	laxative
zhaagde'e	be cowardly
zhaagenjgan	crayfishs claw
zhaageshiinh	crayfish
zhaagnaash	white man
Zhaagnaash	Canadian Englishman
zhaagnaashiikwe	white woman
Zhaagnaashiikwe	Canadian woman Englishwoman
zhaagnaashiima	speak English
zhaagnaashiimtawaa	speak English to
zhaagoodnaa	be superior to
zhaagoodnaage	win a prize
zhaagoodnawaa	beat smb in
zhaagooj'aa	beat smb in
zhaagoojtoon	beat sth overcome
zhaagooskaage	beat others to
zhaagooskaan	outrun sth
zhaagooskmawaa	beat smb to
zhaagooskwaa	outrun smb
zhaagoozkaan	outrun sth
zhaagoozkamaagen	beat others to
zhaagoozkamwaa	beat smb to
zhaagoozkawaa	outrun smb
zhaagwendam	be timid
zhaagwenma	be shy be
zhaamaa	go to smb
zhaamgat	go somewhere
zhaamwaa	go to smb
zhaangching	nine times
zhaangsimdana	ninety
zhaangsoobii'gan	the numeral nine
zhaangswaabik	nine dollars
zhaangswaak	nine hundred
zhaangswi	nine
zhaangwesh	mink
zhaangwesh-weyaan	mink pelt
zhaangweshi	mink
zhaangweshiinh	mink
zhaashaa	be slippery be
zhaashaabiigat	be slippery be
zhaashaabiigzi	be slippery be
zhaashaabkat	be slippery from
zhaashaabkise	slip  of
zhaashaabkise	slip of stone
zhaashaabkishin	slide on stone
zhaashaabkisin	slide on stone
zhaashaabkizi	be slippery from
zhaashaabwaabaawe	be soaked of
zhaashaabwaabaawe	be soaked of
zhaashaagjiishkaan	mash sth with
zhaashaagjiishkwaa	mash sth an
zhaashaagjiiwaa	mash sth an
zhaashaagjii'aan	mash sth
zhaashaagmaa	chew sth an
zhaashaagmakwe	chew gum
zhaashaagndaan	chew sth
zhaashaagneshin	slip in the
zhaashaagnjige	chew
zhaashaakot	be slippery be
zhaashaakse	slide off slip
zhaashaakse	slide off slip
zhaashaakshin	slide slip
zhaashaaksin	slide slip
zhaashaakzi	be slippery be
zhaashaawnibiish	tree swallow
zhaashaawnibiisi	tree swallow
zhaashaawon	eastern bluebird
zhaashdama	be slippery of
zhaashgob	slippery elm
zhaashjiishkweshin	slip in the
zhaashkbijge	have ones tires
zhaashkdiyeshin	slide on ones
zhaashkodyeshin	slip on ones
zhaashmin'gat	be slippery of
zhaashmin'gizi	be slippery of
zhaashzi	be slippery be
zhaatoon	put sth towards
zhaawenjge	be covetous be
zhaawenjgeshki	be a covetous
zhaawenmaa	be envious of
zhaawnibiishens	tree swallow
zhaawno'on	blow from the
zhaawnong	in the south
zhaawshko-bneshiinh	eastern bluebird
zhaawshko-jiis	turnip
zhaawshko-magkiins	species of small
zhaawshko-mnidoons	praying mantis
zhaawshkojiimin	tomato
zhaawshkomnagat	be blue be
zhaawshkomnagzi	be blue be
zhaawshkozi	be blue be
zhaawshkwaa	be blue be
zhaawshkwaagmiingwe	have blue eyes
zhaawshkwaande	be coloured blue
zhaawshkwaanza	be coloured blue
zhaawshkwaanzhe	be green of
zhaawshkwaanzhese	turn green of
zhaawshkzi	the green part
zhaazhaagmikookis	species of small
zhaazhi	already by now
zhaazhwaach	somewhat like
{n}zhag'ay	my skin
zhanda	here
zhashk	muskrat
zhashkgamik	muskrat lodge
zhashki	dirt earth soil
zhashkiiwmin'gat	be covered with
zhashkiiwmin'gizi	be covered with
zhashkiiyaabiigat	be plastered with
zhashkiiyaabiigzi	be plastered with
zhashkoonh	muskrat
zhashkwedoonh	mushroom
zhashkwiki	muddy ground
zhashweyaa	be square
zhaweshk	muskrat spear 
zhazhewendam	reminisce
zhazhiikaaza	make out fare
zhazhweyaa	be square
zhe-dkokii	step backwards
zhe-giiwe	return go back
zhebaa	this past morning
zhebde	back up driving
zhebdoon	turn sth back
zhebjigaaza	be turned back
zhebnaa	turn sth an
zheboye	row
zhebtoo	run backwards
zhebtoose	step backwards involuntarily
zhebwaagan	oar
zhebwaawe	row 
zhebwe	row
zhebwyaagan	oar
zhebye	row
zhebza	back up driving
zhedaabaadaan	drag sth backwards
zhedaabaanaa	drag sth an
zhedbi	sit back
zhegaadenh	American coot
zhegaagom	pinworm roundworm
zhegmaa	roll the price
zhegnaamaa	knock smb back
zhegnaandaan	knock sth back
zhegndaan	roll the price
zhegoojin	fall back
zhegsin	get dull of
zhegwaa	be dull of
zhegwaashkni	jump backwards 
zhekaan	push sth back
zhekwaa	push sth an
zheshkaan	kick sth back
zheshkwaa	kick sth an
zheyaaknaa	open sth an
zheyaaknaan	open sth wide
zheyaakshimaa	open sth an
zheyaaksidaawe	have ones fly
zheyaaksidoon	open sth wide
zheyaaksin	be wide open
zhgaagnaage	win by a
zhgaagnawaa	beat smb by
zhgaagoo	skunk
Zhgaagoong	Chicago Illinois
zhgaagwansh	onion
zhgaagwinsh	onion
zhgaak	skunk
zhgaangwinsh	onion
zhgadendaan	be tired of
zhgadenmaa	be impatient with
zhgajbii'aa	be impatient waiting
zhgajbiitoon	be impatient waiting
zhgajpidaan	tire of eating
zhgajpwaa	tire of eating
zhgajtoo	tire of a
zhgakmigaa	be a depression
zhgashkaandwe	flying squirrel
zhgashkaandwens	whitebreasted nuthatch
zhgashkii	crouch stoop
